Use,RND,Rating2.0,ACS,K:D,ADR,KAST,KPR,APR,FKPR,FDPR,K,D,A,FK,FD,Agent,Player
(6) 2%,123,,197.2,0.98,125.7,,0.63,0.34,0.1,0.1,78,80,42,12,8,brimstone,eko
(5) 2%,90,1.2,254.2,1.23,164.2,71%,0.89,0.28,0.18,0.1,80,65,25,16,9,waylay,eko
(4) 1%,97,0.96,235.3,0.91,151.8,69%,0.73,0.22,0.22,0.14,71,78,21,21,14,raze,eko
(4) 1%,77,1.05,230.3,1.07,141.0,70%,0.77,0.22,0.19,0.18,59,55,17,15,14,chamber,eko
(3) 1%,64,,190.0,0.91,117.3,,0.67,0.17,0.08,0.11,43,47,11,5,7,reyna,eko
(3) 1%,57,0.89,177.0,0.76,108.1,72%,0.61,0.47,0.07,0.05,35,46,27,4,3,kayo,eko
(2) 1%,45,1.27,249.0,1.4,161.2,76%,0.93,0.2,0.09,0.04,42,30,9,4,2,tejo,eko
(2) 1%,44,,227.0,0.89,145.4,,0.75,0.23,0.2,0.16,33,37,10,9,7,phoenix,eko
(2) 1%,41,,221.0,1.25,,,0.73,0.22,0.12,,30,24,9,5,0,cypher,eko
(2) 1%,40,1.09,212.5,1.3,138.8,80%,0.75,0.33,0.08,0.13,30,23,13,3,5,viper,eko
(2) 1%,40,1.01,203.5,1.0,128.3,70%,0.7,0.3,0.08,0.1,28,28,12,3,4,sage,eko
(2) 1%,34,0.75,166.0,0.81,118.7,74%,0.62,0.29,0.09,0.15,21,26,10,3,5,gekko,eko
(1) 0%,21,0.77,165.0,0.75,112.2,76%,0.57,0.24,0.0,0.19,12,16,5,0,4,iso,eko
(1) 0%,16,0.88,233.0,0.87,126.5,63%,0.81,0.0,0.31,0.13,13,15,0,5,2,yoru,eko
(52) 31%,1030,1.08,234.0,1.13,145.8,70%,0.82,0.19,0.21,0.16,843,746,191,214,160,jett,absol
(38) 23%,770,1.04,227.3,1.05,151.6,70%,0.79,0.2,0.17,0.14,609,582,156,128,104,raze,absol
(34) 20%,718,1.03,218.3,1.08,140.7,69%,0.76,0.19,0.16,0.13,549,509,140,117,94,yoru,absol
(25) 15%,541,0.98,224.9,1.03,144.5,68%,0.79,0.21,0.2,0.19,427,414,116,110,101,neon,absol
(10) 6%,223,1.09,233.1,1.13,151.1,75%,0.81,0.34,0.18,0.13,180,159,75,40,29,phoenix,absol
(3) 2%,61,0.77,160.7,0.68,103.8,69%,0.49,0.54,0.1,0.16,30,44,33,6,10,kayo,absol
(2) 1%,47,0.94,230.0,0.94,142.9,62%,0.72,0.23,0.19,0.28,34,36,11,9,13,reyna,absol
(2) 1%,43,0.72,124.5,0.57,82.9,74%,0.37,0.49,0.05,0.05,16,28,21,2,2,skye,absol
(1) 1%,16,1.1,185.0,1.38,125.6,75%,0.69,0.19,0.06,0.19,11,8,3,1,3,omen,absol
(17) 34%,352,0.92,224.4,0.89,142.6,67%,0.75,0.19,0.21,0.17,264,298,68,73,59,neon,honeybunny
(11) 22%,229,0.96,208.3,0.97,128.0,68%,0.78,0.11,0.19,0.19,178,183,25,44,43,jett,honeybunny
(7) 14%,146,0.85,196.7,0.85,125.9,62%,0.69,0.12,0.17,0.16,101,119,17,25,24,iso,honeybunny
(6) 12%,135,0.98,235.5,0.97,152.4,67%,0.81,0.19,0.18,0.22,109,112,26,24,30,raze,honeybunny
(3) 6%,49,0.97,206.7,1.0,125.8,73%,0.69,0.12,0.16,0.1,34,34,6,8,5,viper,honeybunny
(2) 4%,44,1.03,232.0,1.03,140.2,59%,0.8,0.16,0.25,0.09,35,34,7,11,4,waylay,honeybunny
(2) 4%,39,0.68,142.0,0.67,97.8,67%,0.51,0.23,0.0,0.05,20,30,9,0,2,cypher,honeybunny
(1) 2%,24,0.61,128.0,0.55,81.2,46%,0.46,0.13,0.08,0.08,11,20,3,2,2,yoru,honeybunny
(1) 2%,17,0.43,106.0,0.4,62.8,47%,0.35,0.12,0.12,0.18,6,15,2,2,3,vyse,honeybunny
(102) 35%,2126,1.12,242.3,1.18,153.3,72%,0.87,0.14,0.19,0.14,1839,1558,290,363,275,jett,meiy
(53) 18%,1092,1.14,250.2,1.14,162.1,71%,0.86,0.18,0.18,0.14,936,824,192,190,148,raze,meiy
(26) 9%,534,1.06,206.3,1.16,130.1,76%,0.76,0.28,0.1,0.07,408,352,150,56,38,skye,meiy
(24) 8%,496,0.96,222.5,1.07,141.2,69%,0.8,0.18,0.16,0.14,399,372,89,58,53,neon,meiy
(21) 7%,422,1.18,270.1,1.36,159.1,71%,0.91,0.27,0.17,0.11,383,281,114,70,46,reyna,meiy
(15) 5%,313,1.01,219.4,1.02,142.2,68%,0.78,0.2,0.16,0.11,245,241,62,49,33,yoru,meiy
(15) 5%,290,1.29,256.9,1.45,161.3,80%,0.93,0.23,0.18,0.08,269,186,66,53,24,phoenix,meiy
(10) 3%,208,0.95,193.8,1.01,114.3,73%,0.69,0.31,0.12,0.07,143,142,64,25,14,sage,meiy
(8) 3%,163,1.22,275.9,1.45,169.4,76%,0.94,0.14,0.23,0.13,154,106,23,37,22,chamber,meiy
(4) 1%,89,1.15,188.8,1.15,127.9,78%,0.7,0.29,0.04,0.07,62,54,26,4,6,sova,meiy
(4) 1%,67,1.13,180.8,1.15,107.1,87%,0.69,0.45,0.03,0.06,46,40,30,2,4,viper,meiy
(3) 1%,57,1.08,234.3,1.02,158.4,77%,0.74,0.26,0.09,0.11,42,41,15,5,6,killjoy,meiy
(2) 1%,37,1.4,293.0,1.52,165.2,76%,1.11,0.14,0.16,0.11,41,27,5,6,4,waylay,meiy
(1) 0%,19,1.13,228.0,1.0,145.6,74%,0.84,0.05,0.05,0.05,16,16,1,1,1,breach,meiy
(42) 45%,866,0.91,163.5,0.86,104.3,70%,0.59,0.39,0.05,0.07,508,589,335,32,43,omen,ssees
(10) 11%,216,0.9,156.6,0.77,103.4,68%,0.51,0.3,0.04,0.09,110,142,65,9,20,viper,ssees
(8) 9%,161,0.68,128.6,0.7,84.0,66%,0.45,0.17,0.06,0.08,73,105,27,10,13,sova,ssees
(6) 6%,139,0.77,156.2,0.76,103.0,64%,0.55,0.21,0.04,0.11,77,101,29,6,15,sage,ssees
(6) 6%,110,1.11,185.7,1.07,116.8,75%,0.7,0.44,0.07,0.05,77,72,48,8,5,breach,ssees
(6) 6%,107,1.21,188.7,1.13,120.8,76%,0.64,0.46,0.06,0.06,68,60,49,4,4,astra,ssees
(5) 5%,93,1.04,172.4,1.18,103.9,75%,0.65,0.55,0.05,0.04,60,51,51,5,4,kayo,ssees
(5) 5%,91,1.28,218.4,1.47,140.9,77%,0.79,0.13,0.14,0.05,72,49,12,13,5,chamber,ssees
(2) 2%,41,0.97,180.0,1.08,117.1,85%,0.66,0.27,0.1,0.1,27,25,11,4,4,skye,ssees
(2) 2%,34,0.47,109.5,0.39,75.9,50%,0.32,0.24,0.03,0.15,11,28,8,1,5,fade,ssees
(1) 1%,21,0.86,153.0,1.08,84.6,81%,0.62,0.24,0.1,0.05,13,12,5,2,1,brimstone,ssees
(35) 16%,707,1.1,201.8,1.0,133.7,77%,0.69,0.49,0.1,0.09,485,483,347,49,43,kayo,akame
(29) 13%,632,1.15,254.8,1.23,162.3,71%,0.89,0.17,0.22,0.15,564,459,110,141,94,jett,akame
(29) 13%,617,1.12,254.0,1.11,170.6,72%,0.86,0.23,0.16,0.15,529,476,140,98,93,raze,akame
(26) 12%,513,1.02,204.0,1.03,127.3,70%,0.71,0.28,0.05,0.06,366,356,142,24,32,sova,akame
(15) 7%,301,1.11,212.9,1.18,140.1,77%,0.76,0.33,0.07,0.08,229,194,99,22,25,harbor,akame
(15) 7%,294,0.98,195.2,0.93,125.0,73%,0.65,0.37,0.07,0.11,192,206,110,21,33,sage,akame
(11) 5%,228,1.1,207.6,1.11,146.6,75%,0.71,0.36,0.06,0.07,161,145,83,13,16,viper,akame
(10) 5%,210,0.93,209.2,1.02,124.0,70%,0.77,0.28,0.09,0.09,161,158,59,12,11,breach,akame
(7) 3%,150,1.22,234.0,1.39,152.0,83%,0.85,0.33,0.09,0.05,128,92,49,14,7,astra,akame
(4) 2%,98,1.19,221.8,1.27,147.8,65%,0.83,0.06,0.15,0.12,81,64,6,15,12,chamber,akame
(4) 2%,86,1.13,223.8,1.24,159.2,71%,0.84,0.15,0.14,0.09,72,58,13,12,8,gekko,akame
(4) 2%,74,0.98,209.3,0.98,134.1,70%,0.74,0.26,0.14,0.11,55,56,19,10,8,reyna,akame
(4) 2%,72,0.74,177.3,0.8,111.1,64%,0.61,0.14,0.08,0.19,44,55,10,6,14,iso,akame
(4) 2%,72,0.96,198.8,0.88,127.9,76%,0.68,0.35,0.04,0.07,49,56,25,3,5,fade,akame
(3) 1%,73,1.23,215.7,1.12,144.2,71%,0.77,0.22,0.11,0.07,56,50,16,5,3,vyse,akame
(3) 1%,66,1.02,210.0,1.07,146.3,68%,0.73,0.2,0.11,0.08,48,45,13,7,5,killjoy,akame
(3) 1%,58,0.72,179.7,0.86,125.1,71%,0.62,0.21,0.07,0.14,36,42,12,4,8,yoru,akame
(3) 1%,57,1.41,264.0,1.75,166.6,86%,0.98,0.42,0.18,0.07,56,32,24,10,4,omen,akame
(2) 1%,43,0.92,218.0,0.94,142.1,81%,0.77,0.23,0.07,0.09,33,35,10,3,4,phoenix,akame
(2) 1%,39,0.84,149.5,0.81,104.3,54%,0.56,0.08,0.08,0.05,22,27,3,3,2,cypher,akame
(2) 1%,38,1.12,206.0,1.07,138.8,68%,0.76,0.08,0.13,0.18,29,27,3,5,7,tejo,akame
(2) 1%,35,0.8,191.0,0.7,133.8,66%,0.6,0.26,0.0,0.06,21,30,9,0,2,brimstone,akame
(18) 43%,375,0.98,174.9,0.89,114.5,70%,0.61,0.35,0.06,0.1,229,257,131,24,36,omen,gyen
(11) 26%,212,0.97,195.9,1.0,125.5,66%,0.68,0.16,0.12,0.1,145,145,33,25,21,viper,gyen
(8) 19%,165,0.86,161.9,0.73,109.7,68%,0.55,0.41,0.07,0.06,91,125,68,12,10,astra,gyen
(3) 7%,63,1.0,201.3,1.07,145.7,76%,0.76,0.17,0.06,0.11,48,45,11,4,7,clove,gyen
(2) 5%,38,1.01,207.0,0.9,138.5,71%,0.74,0.34,0.05,0.21,28,31,13,2,8,brimstone,gyen
(3) 43%,56,0.72,135.0,0.76,101.9,70%,0.5,0.18,0.11,0.11,28,37,10,6,6,killjoy,melofovia
(2) 29%,34,1.21,202.0,1.15,133.4,82%,0.68,0.71,0.09,0.06,23,20,24,3,2,sova,melofovia
(1) 14%,21,0.47,106.0,0.41,77.4,52%,0.33,0.14,0.0,0.1,7,17,3,0,2,cypher,melofovia
(1) 14%,20,1.4,314.0,1.69,190.8,80%,1.1,0.4,0.05,0.1,22,13,8,1,2,viper,melofovia
(169) 39%,3554,1.11,215.0,1.08,145.3,74%,0.71,0.38,0.08,0.07,2512,2334,1359,269,243,sova,mrfalin
(82) 19%,1755,1.03,197.3,1.0,124.5,74%,0.68,0.44,0.08,0.08,1202,1208,771,141,145,omen,mrfalin
(68) 16%,1399,1.04,180.2,0.99,118.9,75%,0.64,0.42,0.06,0.06,891,903,590,78,85,breach,mrfalin
(28) 6%,572,1.07,201.1,1.07,134.9,73%,0.73,0.34,0.08,0.11,416,388,194,44,62,skye,mrfalin
(15) 3%,349,1.15,233.6,1.13,161.7,71%,0.8,0.23,0.1,0.1,280,248,81,36,35,killjoy,mrfalin
(15) 3%,347,1.09,215.5,1.07,141.6,76%,0.71,0.4,0.06,0.07,246,230,138,21,24,brimstone,mrfalin
(15) 3%,320,0.97,173.5,0.93,112.9,70%,0.62,0.33,0.08,0.09,197,212,104,25,28,fade,mrfalin
(9) 2%,198,1.11,270.2,1.3,165.3,75%,0.85,0.31,0.2,0.11,169,130,62,39,21,raze,mrfalin
(9) 2%,190,0.84,168.2,0.78,110.9,63%,0.57,0.26,0.11,0.13,108,139,50,20,24,tejo,mrfalin
(8) 2%,167,0.87,169.3,0.79,121.4,73%,0.56,0.34,0.08,0.1,93,117,56,13,17,gekko,mrfalin
(7) 2%,144,0.9,165.3,0.86,106.3,75%,0.58,0.44,0.05,0.08,83,97,63,7,11,kayo,mrfalin
(4) 1%,78,1.04,192.3,0.94,127.6,73%,0.65,0.5,0.09,0.1,51,54,39,7,8,astra,mrfalin
(3) 1%,51,1.35,228.7,1.67,143.0,80%,0.78,0.41,0.16,0.04,40,24,21,8,2,sage,mrfalin
(2) 0%,45,0.86,197.0,0.91,114.3,69%,0.71,0.13,0.16,0.04,32,35,6,7,2,deadlock,mrfalin
(1) 0%,18,0.48,137.0,0.5,89.1,61%,0.44,0.28,0.0,0.22,8,16,5,0,4,harbor,mrfalin
(1) 0%,16,1.56,227.0,2.8,150.3,100%,0.88,0.56,0.0,0.0,14,5,9,0,0,vyse,mrfalin
(100) 39%,2101,1.19,263.1,1.24,174.1,74%,0.91,0.21,0.2,0.16,1912,1538,445,415,341,raze,xeus
(92) 36%,1969,1.17,264.9,1.27,169.0,70%,0.94,0.16,0.23,0.17,1843,1451,311,445,337,jett,xeus
(25) 10%,518,1.06,239.9,1.15,151.8,66%,0.86,0.18,0.16,0.15,446,388,91,82,78,yoru,xeus
(17) 7%,365,1.0,219.4,1.05,146.2,69%,0.79,0.21,0.17,0.24,289,274,78,63,89,neon,xeus
(6) 2%,120,1.22,279.3,1.41,174.9,76%,0.97,0.2,0.13,0.08,116,82,24,15,10,reyna,xeus
(5) 2%,110,0.85,223.6,1.1,143.7,69%,0.8,0.34,0.04,0.08,88,80,37,4,9,sage,xeus
(5) 2%,106,0.8,209.6,0.84,129.9,68%,0.71,0.15,0.21,0.15,75,89,16,22,16,waylay,xeus
(4) 2%,84,0.79,174.3,0.99,117.3,64%,0.79,0.08,0.16,0.16,66,67,7,10,10,chamber,xeus
(104) 33%,2204,1.08,201.7,1.15,133.4,72%,0.74,0.22,0.1,0.08,1632,1424,494,213,184,cypher,yetujey
(95) 30%,2027,1.09,196.6,1.15,135.5,71%,0.71,0.16,0.08,0.06,1434,1246,318,158,128,killjoy,yetujey
(36) 11%,743,1.07,207.5,1.09,136.8,73%,0.73,0.24,0.1,0.09,543,499,176,74,70,viper,yetujey
(27) 9%,592,1.1,213.5,1.26,138.4,71%,0.78,0.08,0.12,0.1,463,367,47,70,57,chamber,yetujey
(23) 7%,465,1.11,196.9,1.24,125.2,77%,0.71,0.31,0.06,0.07,331,266,143,27,33,sage,yetujey
(8) 3%,167,1.09,190.5,1.06,121.3,74%,0.68,0.32,0.06,0.07,113,107,53,10,11,brimstone,yetujey
(4) 1%,89,1.07,218.5,1.06,142.2,72%,0.75,0.26,0.15,0.16,67,63,23,13,14,vyse,yetujey
(4) 1%,80,1.41,271.8,1.52,174.6,81%,0.99,0.25,0.24,0.13,79,52,20,19,10,neon,yetujey
(3) 1%,72,0.83,171.7,0.88,107.9,75%,0.58,0.42,0.1,0.14,42,48,30,7,10,omen,yetujey
(3) 1%,63,0.86,148.7,0.81,100.8,73%,0.54,0.3,0.02,0.03,34,42,19,1,2,fade,yetujey
(3) 1%,63,1.31,269.7,1.35,170.1,83%,0.92,0.22,0.21,0.13,58,43,14,13,8,raze,yetujey
(3) 1%,58,1.23,240.7,1.47,152.1,76%,0.86,0.24,0.19,0.16,50,34,14,11,9,waylay,yetujey
(2) 1%,50,1.27,236.5,1.2,148.7,78%,0.84,0.3,0.04,0.06,42,35,15,2,3,deadlock,yetujey
(1) 0%,23,0.64,133.0,0.58,91.7,65%,0.48,0.3,0.0,0.09,11,19,7,0,2,tejo,yetujey
(1) 0%,21,1.09,221.0,1.13,148.5,76%,0.81,0.24,0.19,0.1,17,15,5,4,2,phoenix,yetujey
(143) 31%,3061,1.07,199.0,1.03,131.5,75%,0.71,0.46,0.07,0.06,2172,2115,1403,199,190,kayo,qraxs
(113) 25%,2403,1.01,199.2,1.08,128.0,73%,0.73,0.31,0.07,0.07,1755,1630,749,158,177,sage,qraxs
(55) 12%,1174,0.97,191.7,1.0,124.8,73%,0.69,0.29,0.08,0.06,813,814,346,95,76,fade,qraxs
(40) 9%,846,1.01,234.4,1.14,149.0,71%,0.81,0.17,0.09,0.12,686,603,148,78,69,raze,qraxs
(38) 8%,790,0.95,185.3,0.96,121.0,73%,0.66,0.27,0.06,0.07,518,537,213,44,54,gekko,qraxs
(32) 7%,685,0.86,165.0,0.85,110.1,67%,0.6,0.21,0.07,0.06,414,488,144,49,41,skye,qraxs
(11) 2%,229,1.0,179.9,0.95,112.7,75%,0.66,0.38,0.03,0.04,151,159,86,8,10,breach,qraxs
(6) 1%,126,0.79,176.0,0.77,116.0,67%,0.6,0.16,0.1,0.12,75,97,20,13,15,reyna,qraxs
(6) 1%,125,1.15,240.3,1.26,139.2,76%,0.82,0.2,0.14,0.07,103,82,25,17,9,phoenix,qraxs
(5) 1%,101,0.83,187.0,0.81,121.9,64%,0.66,0.17,0.12,0.12,67,83,17,9,9,neon,qraxs
(4) 1%,95,1.09,228.5,1.13,144.2,72%,0.83,0.15,0.17,0.08,79,70,14,16,8,jett,qraxs
(2) 0%,56,1.19,213.5,1.25,137.5,73%,0.8,0.23,0.02,0.05,45,36,13,1,3,viper,qraxs
(1) 0%,22,1.04,196.0,1.06,126.1,73%,0.77,0.27,0.05,0.05,17,16,6,1,1,cypher,qraxs
(1) 0%,21,,201.0,0.88,,,0.67,0.05,0.05,,14,16,1,1,0,sova,qraxs
(129) 41%,2721,1.11,195.0,1.09,128.3,77%,0.69,0.46,0.05,0.05,1874,1714,1262,148,125,breach,anima
(60) 19%,1261,1.15,201.5,1.14,133.8,81%,0.71,0.46,0.06,0.05,892,780,580,71,68,skye,anima
(35) 11%,770,1.0,191.3,1.07,128.5,71%,0.69,0.24,0.08,0.07,531,496,185,58,54,cypher,anima
(31) 10%,670,1.04,184.5,0.88,125.6,74%,0.6,0.6,0.06,0.06,400,453,402,40,40,kayo,anima
(13) 4%,295,0.97,197.5,0.92,128.0,66%,0.67,0.33,0.09,0.1,199,217,98,28,29,sage,anima
(13) 4%,259,1.0,198.1,0.95,137.3,69%,0.66,0.32,0.09,0.08,172,182,83,23,21,viper,anima
(7) 2%,160,1.37,236.1,1.56,148.2,80%,0.82,0.44,0.07,0.04,131,84,71,11,7,fade,anima
(7) 2%,158,1.15,203.9,1.21,139.1,72%,0.73,0.31,0.06,0.03,115,95,49,9,4,vyse,anima
(7) 2%,151,0.98,206.3,1.02,140.8,64%,0.7,0.09,0.06,0.07,106,104,13,9,10,killjoy,anima
(5) 2%,100,1.06,184.4,1.0,127.5,76%,0.68,0.31,0.05,0.07,68,68,31,5,7,sova,anima
(2) 1%,38,1.0,226.5,0.93,160.9,58%,0.74,0.18,0.26,0.13,28,30,7,10,5,chamber,anima
(1) 0%,24,1.22,272.0,1.33,159.3,75%,1.0,0.38,0.13,0.08,24,18,9,3,2,reyna,anima
(1) 0%,21,1.17,263.0,1.33,168.2,52%,0.95,0.1,0.19,0.05,20,15,2,4,1,jett,anima
(1) 0%,18,1.39,248.0,1.15,158.5,78%,0.83,0.17,0.22,0.0,15,13,3,4,0,raze,anima
(90) 21%,1886,1.03,202.4,0.97,129.2,75%,0.66,0.56,0.11,0.12,1248,1293,1052,208,235,kayo,saadhak
(78) 19%,1528,1.01,227.7,1.3,144.1,71%,0.78,0.36,0.13,0.08,1196,920,546,199,126,cypher,saadhak
(57) 14%,1188,1.02,216.1,1.12,144.3,72%,0.72,0.27,0.1,0.11,857,768,326,112,128,killjoy,saadhak
(30) 7%,630,1.06,211.8,1.05,132.9,76%,0.68,0.41,0.13,0.1,430,408,256,81,65,viper,saadhak
(29) 7%,579,0.99,181.1,0.96,118.1,75%,0.63,0.42,0.08,0.1,362,379,241,46,58,breach,saadhak
(26) 6%,540,0.88,166.5,0.82,115.0,69%,0.54,0.31,0.07,0.09,292,358,166,38,46,sova,saadhak
(19) 5%,370,0.9,182.2,0.9,114.1,68%,0.64,0.32,0.09,0.16,237,264,119,32,61,skye,saadhak
(14) 3%,306,0.78,193.4,0.78,129.5,69%,0.6,0.25,0.1,0.2,183,236,78,30,62,raze,saadhak
(12) 3%,244,1.07,202.2,1.1,135.3,71%,0.72,0.39,0.07,0.1,175,159,96,18,25,sage,saadhak
(11) 3%,254,0.83,163.3,0.76,111.5,70%,0.55,0.29,0.07,0.09,139,182,74,17,24,fade,saadhak
(11) 3%,230,0.9,185.6,0.87,116.8,74%,0.62,0.39,0.1,0.17,143,165,89,23,38,harbor,saadhak
(8) 2%,174,0.93,176.3,0.91,114.1,70%,0.63,0.29,0.1,0.11,109,120,50,17,20,deadlock,saadhak
(7) 2%,133,1.03,186.1,1.09,122.8,75%,0.65,0.48,0.08,0.09,87,80,64,11,12,astra,saadhak
(6) 1%,134,0.98,197.3,0.94,125.3,72%,0.63,0.46,0.09,0.19,84,89,62,12,26,omen,saadhak
(6) 1%,131,0.78,203.0,0.73,135.5,68%,0.6,0.3,0.15,0.21,78,107,39,20,28,neon,saadhak
(6) 1%,130,0.8,184.2,0.77,115.9,71%,0.59,0.44,0.08,0.12,77,100,57,11,16,gekko,saadhak
(6) 1%,126,0.85,182.7,0.91,122.0,65%,0.64,0.13,0.13,0.17,81,89,17,17,21,chamber,saadhak
(4) 1%,81,0.77,153.5,0.68,103.6,77%,0.51,0.57,0.06,0.17,41,60,46,5,14,brimstone,saadhak
(97) 18%,2017,1.2,276.1,1.27,174.4,73%,0.93,0.23,0.18,0.15,1880,1475,468,370,296,raze,avez
(81) 15%,1609,1.15,266.5,1.34,159.0,72%,0.94,0.15,0.23,0.16,1516,1131,238,368,259,jett,avez
(71) 13%,1475,1.13,212.4,1.15,144.5,76%,0.75,0.34,0.06,0.06,1099,952,495,88,93,sova,avez
(44) 8%,897,1.22,238.6,1.27,155.6,77%,0.84,0.34,0.1,0.08,749,589,304,88,74,viper,avez
(39) 7%,743,1.21,228.9,1.33,139.7,77%,0.84,0.38,0.12,0.09,622,467,280,91,69,sage,avez
(38) 7%,763,1.08,234.8,1.14,146.8,69%,0.84,0.26,0.12,0.12,639,559,197,92,91,skye,avez
(29) 5%,596,1.24,226.0,1.22,141.1,76%,0.8,0.57,0.12,0.08,477,391,339,69,47,kayo,avez
(27) 5%,562,1.14,236.4,1.25,155.1,75%,0.83,0.31,0.13,0.13,465,373,173,72,71,phoenix,avez
(26) 5%,510,1.14,261.4,1.26,160.7,74%,0.95,0.16,0.18,0.15,483,382,84,94,75,reyna,avez
(24) 4%,494,1.08,205.8,1.08,134.5,75%,0.73,0.36,0.07,0.08,359,333,177,33,38,fade,avez
(14) 3%,325,1.02,200.9,1.0,127.1,76%,0.71,0.39,0.1,0.08,230,229,128,33,27,omen,avez
(11) 2%,251,1.05,206.8,1.05,141.6,71%,0.74,0.17,0.1,0.08,186,177,42,26,21,killjoy,avez
(10) 2%,214,1.12,204.6,1.13,131.6,71%,0.75,0.26,0.06,0.06,161,143,55,12,12,gekko,avez
(8) 1%,182,1.09,211.8,1.15,137.7,74%,0.76,0.21,0.08,0.09,139,121,39,15,17,tejo,avez
(6) 1%,127,1.06,206.8,1.17,132.9,66%,0.77,0.17,0.09,0.11,98,84,22,11,14,cypher,avez
(3) 1%,57,0.79,153.7,0.7,105.9,74%,0.53,0.4,0.05,0.05,30,43,23,3,3,breach,avez
(2) 0%,48,0.82,160.5,0.71,108.8,75%,0.52,0.52,0.1,0.04,25,35,25,5,2,harbor,avez
(2) 0%,41,0.98,236.5,1.0,145.1,71%,0.83,0.17,0.24,0.2,34,34,7,10,8,neon,avez
(1) 0%,21,0.73,196.0,0.83,129.7,52%,0.71,0.05,0.19,0.19,15,18,1,4,4,yoru,avez
(1) 0%,13,0.72,23.0,0.71,12.3,92%,0.38,0.38,0.0,0.08,5,7,5,0,1,astra,avez
(198) 41%,4101,1.07,206.6,1.24,133.0,73%,0.77,0.21,0.08,0.06,3143,2540,858,338,230,cypher,suygetsu
(93) 19%,1993,1.13,211.3,1.18,140.8,74%,0.76,0.27,0.08,0.07,1510,1278,534,151,134,viper,suygetsu
(81) 17%,1712,1.11,215.5,1.21,145.2,73%,0.77,0.17,0.09,0.06,1314,1084,285,146,108,killjoy,suygetsu
(42) 9%,926,1.08,191.9,1.09,127.2,76%,0.71,0.37,0.08,0.08,654,598,339,72,77,omen,suygetsu
(20) 4%,444,1.03,199.1,1.09,129.6,75%,0.73,0.26,0.06,0.05,325,299,114,25,22,sage,suygetsu
(18) 4%,367,1.15,212.0,1.27,139.0,78%,0.81,0.23,0.08,0.07,297,234,86,28,27,skye,suygetsu
(15) 3%,334,1.14,206.3,1.16,132.2,75%,0.74,0.36,0.08,0.06,248,213,121,26,21,astra,suygetsu
(8) 2%,174,1.27,266.5,1.42,160.7,72%,0.96,0.1,0.19,0.18,167,118,17,33,32,jett,suygetsu
(5) 1%,109,1.23,252.2,1.36,153.7,73%,0.96,0.07,0.15,0.08,105,77,8,16,9,chamber,suygetsu
(83) 27%,1742,1.22,259.1,1.33,163.2,76%,0.92,0.17,0.2,0.11,1595,1202,294,341,190,jett,marteen
(80) 26%,1703,1.12,232.6,1.18,149.6,71%,0.82,0.23,0.16,0.14,1403,1189,391,279,240,yoru,marteen
(65) 21%,1391,1.15,251.6,1.21,160.5,74%,0.86,0.2,0.18,0.14,1192,989,281,246,193,raze,marteen
(25) 8%,503,1.07,166.0,0.84,106.6,77%,0.59,0.41,0.06,0.08,298,354,204,29,42,breach,marteen
(14) 5%,312,1.09,235.4,1.07,160.3,70%,0.84,0.21,0.15,0.17,261,243,67,48,52,neon,marteen
(11) 4%,233,0.99,185.4,0.96,121.7,73%,0.66,0.3,0.1,0.14,154,160,71,23,32,omen,marteen
(8) 3%,180,1.27,250.5,1.28,164.7,77%,0.88,0.36,0.13,0.07,158,123,65,24,12,brimstone,marteen
(4) 1%,90,1.01,214.3,1.06,142.9,70%,0.79,0.1,0.12,0.13,71,67,9,11,12,reyna,marteen
(4) 1%,79,1.25,246.5,1.36,169.3,72%,0.91,0.3,0.13,0.09,72,53,24,10,7,phoenix,marteen
(3) 1%,66,1.08,202.3,0.98,143.5,76%,0.73,0.17,0.08,0.06,48,49,11,5,4,chamber,marteen
(2) 1%,62,1.18,190.0,1.08,150.0,76%,0.68,0.42,0.08,0.05,42,39,26,5,3,kayo,marteen
(2) 1%,37,0.71,130.5,0.7,92.6,76%,0.51,0.24,0.03,0.11,19,27,9,1,4,gekko,marteen
(1) 0%,21,1.0,187.0,1.0,137.7,62%,0.76,0.1,0.1,0.24,16,16,2,2,5,waylay,marteen
(1) 0%,20,0.91,183.0,0.8,115.2,80%,0.6,0.4,0.1,0.1,12,15,8,2,2,sage,marteen
(124) 42%,2634,1.15,224.1,1.24,150.7,73%,0.8,0.13,0.09,0.06,2108,1699,355,224,168,killjoy,elite
(80) 27%,1716,1.11,204.5,1.19,135.3,72%,0.75,0.18,0.08,0.06,1291,1086,310,143,100,cypher,elite
(17) 6%,346,1.12,209.8,1.2,135.6,75%,0.76,0.26,0.07,0.09,262,218,91,23,32,viper,elite
(15) 5%,314,0.98,172.7,0.97,117.0,76%,0.61,0.27,0.06,0.08,191,196,85,19,24,vyse,elite
(13) 4%,286,1.16,233.3,1.27,153.5,69%,0.88,0.09,0.16,0.09,251,197,26,46,26,chamber,elite
(12) 4%,283,1.29,250.0,1.38,156.5,76%,0.9,0.33,0.07,0.06,254,184,94,21,17,skye,elite
(11) 4%,220,1.21,252.5,1.26,169.9,69%,0.9,0.16,0.15,0.12,197,156,35,34,27,raze,elite
(6) 2%,116,1.23,247.5,1.39,154.8,76%,0.9,0.12,0.16,0.08,104,75,14,19,9,jett,elite
(5) 2%,102,0.93,184.2,0.93,120.4,71%,0.65,0.24,0.06,0.07,66,71,24,6,7,sage,elite
