Use,RND,Rating2.0,ACS,K:D,ADR,KAST,KPR,APR,FKPR,FDPR,K,D,A,FK,FD,Agent,Player
(2) 1%,51,1.03,247.5,1.08,160.2,76%,0.82,0.24,0.04,0.06,42,39,12,2,3,kayo,elite
(2) 1%,46,1.17,190.0,1.03,129.7,72%,0.7,0.26,0.09,0.02,32,31,12,4,1,astra,elite
(2) 1%,37,1.12,226.5,1.07,135.2,65%,0.81,0.14,0.08,0.08,30,28,5,3,3,sova,elite
(1) 0%,24,0.54,91.0,0.44,60.4,63%,0.33,0.29,0.04,0.08,8,18,7,1,2,deadlock,elite
(1) 0%,20,1.13,175.0,1.33,115.7,80%,0.6,0.55,0.05,0.1,12,9,11,1,2,omen,elite
(1) 0%,15,0.5,120.0,0.6,69.3,67%,0.4,0.07,0.07,0.2,6,10,1,1,3,reyna,elite
(193) 40%,4034,1.13,265.8,1.26,163.3,69%,0.92,0.17,0.25,0.19,3721,2957,681,993,764,jett,derke
(155) 32%,3294,1.11,253.9,1.19,163.2,72%,0.86,0.19,0.22,0.18,2835,2374,638,722,589,raze,derke
(44) 9%,917,1.02,225.6,1.11,143.2,69%,0.79,0.22,0.18,0.17,723,653,201,165,159,yoru,derke
(42) 9%,880,1.28,260.3,1.46,167.3,73%,0.94,0.14,0.19,0.14,827,565,120,170,124,chamber,derke
(22) 5%,483,1.19,239.3,1.35,150.2,76%,0.85,0.34,0.1,0.08,409,304,164,49,39,sova,derke
(8) 2%,159,,272.4,1.4,175.8,,0.96,0.19,0.16,0.06,153,109,31,26,10,omen,derke
(8) 2%,153,1.28,262.6,1.39,147.2,82%,0.92,0.36,0.16,0.1,140,101,55,24,15,sage,derke
(6) 1%,124,0.97,234.2,0.99,148.2,68%,0.8,0.19,0.19,0.23,99,100,23,24,29,neon,derke
(2) 0%,44,0.69,153.0,0.56,102.1,57%,0.5,0.3,0.05,0.18,22,39,13,2,8,skye,derke
(2) 0%,35,1.24,282.5,1.36,175.7,71%,0.97,0.26,0.26,0.14,34,25,9,9,5,iso,derke
(2) 0%,34,1.2,241.0,1.2,152.5,71%,0.88,0.15,0.18,0.03,30,25,5,6,1,reyna,derke
(1) 0%,18,,284.0,1.64,181.0,,1.0,0.17,0.11,0.06,18,11,3,2,1,phoenix,derke
(147) 26%,2929,1.14,212.5,1.25,139.7,77%,0.73,0.33,0.08,0.06,2150,1723,971,229,178,sova,chronicle
(119) 21%,2528,1.17,230.3,1.22,151.6,75%,0.79,0.32,0.11,0.08,1996,1642,815,272,200,viper,chronicle
(75) 13%,1519,1.13,202.5,1.17,128.7,77%,0.72,0.44,0.07,0.06,1098,936,672,108,93,breach,chronicle
(30) 5%,646,1.16,268.6,1.36,163.0,72%,0.93,0.18,0.19,0.15,599,439,116,121,65,raze,chronicle
(28) 5%,600,1.09,223.0,1.13,147.8,75%,0.77,0.31,0.1,0.11,462,410,188,57,46,brimstone,chronicle
(26) 5%,541,1.06,197.1,0.97,132.4,76%,0.67,0.49,0.08,0.08,362,372,264,44,41,kayo,chronicle
(21) 4%,482,1.12,238.7,1.21,153.0,70%,0.85,0.17,0.19,0.15,409,339,81,93,71,chamber,chronicle
(20) 4%,427,1.04,199.6,1.09,131.5,70%,0.69,0.26,0.08,0.11,293,269,109,36,46,cypher,chronicle
(18) 3%,360,0.64,218.4,1.14,131.8,65%,0.74,0.24,0.13,0.1,266,234,85,45,36,omen,chronicle
(16) 3%,353,1.07,193.6,1.07,126.2,76%,0.68,0.46,0.07,0.07,240,224,163,25,25,sage,chronicle
(16) 3%,334,1.17,218.4,1.24,150.0,72%,0.78,0.28,0.1,0.07,261,211,95,33,22,vyse,chronicle
(14) 2%,270,1.18,229.6,1.31,149.3,76%,0.81,0.2,0.11,0.1,220,168,53,29,26,killjoy,chronicle
(13) 2%,266,1.17,203.7,1.15,139.6,76%,0.73,0.3,0.08,0.08,195,169,81,22,21,skye,chronicle
(9) 2%,209,1.08,265.8,1.25,164.8,71%,0.89,0.16,0.14,0.18,187,150,33,30,37,reyna,chronicle
(3) 1%,70,1.12,195.0,1.02,140.8,79%,0.6,0.49,0.07,0.06,42,41,34,5,4,astra,chronicle
(3) 1%,67,0.83,182.3,0.79,119.5,75%,0.61,0.39,0.12,0.09,41,52,26,8,6,gekko,chronicle
(2) 0%,44,0.99,201.0,1.0,129.8,66%,0.68,0.16,0.14,0.18,30,30,7,6,8,jett,chronicle
(1) 0%,22,1.12,203.0,1.06,136.6,59%,0.77,0.41,0.09,0.14,17,16,9,2,3,deadlock,chronicle
(1) 0%,19,0.87,214.0,0.93,159.0,74%,0.68,0.32,0.21,0.42,13,14,6,4,8,neon,chronicle
(131) 43%,2812,1.15,240.2,1.17,160.3,72%,0.83,0.26,0.12,0.09,2345,1998,730,344,261,sova,kovaq
(26) 8%,537,1.14,256.3,1.23,165.6,69%,0.91,0.16,0.14,0.15,491,398,84,77,79,killjoy,kovaq
(22) 7%,458,1.19,279.0,1.24,176.1,71%,0.94,0.17,0.18,0.13,432,347,80,83,59,raze,kovaq
(16) 5%,338,1.13,223.1,1.13,140.7,75%,0.78,0.45,0.15,0.1,264,233,152,51,34,kayo,kovaq
(14) 5%,326,1.23,280.1,1.33,182.3,74%,0.97,0.21,0.17,0.11,316,238,70,54,37,phoenix,kovaq
(14) 5%,289,1.12,224.4,1.16,147.5,71%,0.82,0.27,0.09,0.1,238,206,77,26,28,skye,kovaq
(13) 4%,300,1.1,235.7,1.14,149.5,68%,0.82,0.17,0.16,0.09,246,216,51,47,26,cypher,kovaq
(11) 4%,260,1.11,259.5,1.21,165.4,68%,0.92,0.18,0.23,0.2,240,199,46,60,51,neon,kovaq
(10) 3%,192,1.27,298.0,1.41,184.0,74%,1.03,0.18,0.2,0.08,197,140,34,38,16,iso,kovaq
(9) 3%,176,1.12,235.9,1.16,154.3,76%,0.88,0.26,0.09,0.11,155,134,46,16,19,fade,kovaq
(8) 3%,175,1.06,231.1,1.13,151.6,65%,0.82,0.11,0.21,0.18,143,127,19,36,31,jett,kovaq
(8) 3%,159,1.0,197.9,0.98,123.8,74%,0.71,0.38,0.05,0.04,113,115,61,8,7,breach,kovaq
(6) 2%,133,1.14,233.8,1.31,148.5,73%,0.89,0.11,0.11,0.13,119,91,15,15,17,vyse,kovaq
(6) 2%,132,1.08,222.2,1.15,145.9,69%,0.85,0.13,0.1,0.14,112,97,17,13,18,viper,kovaq
(4) 1%,65,1.09,188.8,1.17,125.9,72%,0.75,0.23,0.08,0.14,49,42,15,5,9,sage,kovaq
(2) 1%,46,1.03,245.0,1.11,154.2,61%,0.91,0.11,0.17,0.13,42,38,5,8,6,chamber,kovaq
(2) 1%,40,0.82,194.5,0.79,105.1,63%,0.68,0.3,0.1,0.13,27,34,12,4,5,omen,kovaq
(1) 0%,24,0.93,190.0,1.06,110.4,75%,0.71,0.25,0.13,0.0,17,16,6,3,0,brimstone,kovaq
(1) 0%,23,1.42,330.0,1.5,208.6,96%,1.17,0.13,0.35,0.0,27,18,3,8,0,deadlock,kovaq
(1) 0%,19,0.88,203.0,0.94,118.8,58%,0.79,0.05,0.16,0.32,15,16,1,3,6,reyna,kovaq
(1) 0%,19,0.93,245.0,0.94,142.5,89%,0.84,0.26,0.05,0.0,16,17,5,1,0,astra,kovaq
(83) 20%,1726,1.22,246.1,1.37,153.2,74%,0.89,0.17,0.18,0.14,1529,1114,293,318,239,jett,sayf
(66) 16%,1361,1.1,228.0,1.29,140.8,71%,0.83,0.25,0.09,0.08,1127,875,339,123,110,cypher,sayf
(45) 11%,932,1.03,212.3,1.18,141.2,70%,0.76,0.16,0.1,0.08,704,596,151,95,70,killjoy,sayf
(43) 10%,916,1.15,250.4,1.19,160.6,72%,0.84,0.25,0.16,0.13,766,644,225,143,119,raze,sayf
(28) 7%,594,1.22,237.5,1.27,156.0,77%,0.84,0.21,0.11,0.07,498,391,126,63,31,viper,sayf
(22) 5%,488,1.19,240.2,1.26,152.8,72%,0.85,0.15,0.17,0.12,417,332,74,84,58,chamber,sayf
(21) 5%,460,0.91,176.7,0.94,117.4,71%,0.61,0.23,0.08,0.08,281,298,105,35,36,tejo,sayf
(20) 5%,428,1.07,201.8,1.14,130.6,69%,0.74,0.25,0.08,0.09,318,279,107,33,38,skye,sayf
(17) 4%,369,1.09,243.9,1.36,154.1,73%,0.88,0.18,0.2,0.14,323,237,66,72,36,phoenix,sayf
(14) 3%,288,1.25,253.3,1.34,163.0,71%,0.92,0.23,0.17,0.15,266,198,67,49,44,neon,sayf
(12) 3%,266,,226.3,1.19,153.8,,0.82,0.29,0.15,0.07,217,183,76,41,8,sage,sayf
(10) 2%,192,0.99,216.4,1.09,119.1,66%,0.74,0.32,0.07,0.09,143,131,61,13,7,sova,sayf
(9) 2%,172,0.99,208.1,0.98,139.2,71%,0.73,0.23,0.16,0.13,126,128,39,28,22,iso,sayf
(8) 2%,176,0.94,165.5,0.91,106.6,67%,0.62,0.33,0.07,0.07,109,120,58,13,13,omen,sayf
(7) 2%,161,0.84,148.1,0.68,98.1,72%,0.49,0.43,0.05,0.09,79,116,70,8,11,breach,sayf
(6) 1%,134,1.17,223.8,1.16,159.1,71%,0.8,0.21,0.09,0.12,107,92,28,12,16,reyna,sayf
(6) 1%,133,1.19,215.2,1.16,137.1,70%,0.77,0.47,0.12,0.09,103,89,63,16,12,kayo,sayf
(4) 1%,91,1.12,220.8,1.15,134.5,73%,0.76,0.31,0.04,0.03,69,60,28,4,3,vyse,sayf
(1) 0%,22,1.21,212.0,1.31,130.0,73%,0.77,0.27,0.05,0.09,17,13,6,1,2,gekko,sayf
(1) 0%,19,0.79,154.0,0.86,90.2,58%,0.63,0.16,0.05,0.11,12,14,3,1,2,yoru,sayf
(1) 0%,19,0.9,183.0,0.86,122.1,74%,0.63,0.26,0.16,0.0,12,14,5,3,0,harbor,sayf
(12) 16%,220,1.42,277.3,1.68,181.0,87%,1.0,0.32,0.12,0.05,220,131,71,26,12,skye,sayonara
(11) 14%,232,1.2,252.7,1.34,161.3,69%,0.91,0.21,0.24,0.16,212,158,48,55,36,yoru,sayonara
(11) 14%,222,1.24,232.1,1.37,154.3,76%,0.84,0.25,0.11,0.05,186,136,56,24,12,sova,sayonara
(10) 13%,201,1.41,281.5,1.47,175.1,80%,0.98,0.59,0.17,0.08,197,134,119,34,16,kayo,sayonara
(9) 12%,192,1.18,228.9,1.27,154.5,76%,0.82,0.32,0.08,0.07,158,124,61,15,13,fade,sayonara
(5) 7%,107,1.45,317.0,1.65,206.5,79%,1.14,0.22,0.18,0.12,122,74,24,19,13,raze,sayonara
(4) 5%,80,1.52,295.0,1.71,189.8,81%,1.03,0.55,0.08,0.04,82,48,44,6,3,breach,sayonara
(3) 4%,74,1.17,238.7,1.15,160.0,77%,0.81,0.32,0.03,0.05,60,52,24,2,4,tejo,sayonara
(3) 4%,65,0.84,213.7,0.85,142.4,68%,0.72,0.15,0.2,0.26,47,55,10,13,17,jett,sayonara
(2) 3%,60,1.32,282.0,1.42,172.5,75%,1.02,0.22,0.18,0.12,61,43,13,11,7,viper,sayonara
(2) 3%,55,0.9,213.0,0.8,143.7,69%,0.71,0.24,0.15,0.05,39,49,13,8,3,cypher,sayonara
(2) 3%,46,1.28,218.0,1.52,149.7,74%,0.76,0.28,0.11,0.0,35,23,13,5,0,vyse,sayonara
(1) 1%,22,1.45,266.0,1.69,164.7,77%,1.0,0.18,0.27,0.14,22,13,4,6,3,deadlock,sayonara
(1) 1%,21,1.15,259.0,1.06,176.4,62%,0.81,0.29,0.14,0.24,17,16,6,3,5,reyna,sayonara
(146) 26%,3126,0.88,154.2,0.82,99.5,72%,0.53,0.42,0.06,0.1,1657,2025,1306,195,306,omen,boaster
(125) 22%,2657,0.94,170.0,0.93,109.7,72%,0.59,0.33,0.08,0.09,1574,1690,887,211,233,astra,boaster
(73) 13%,1487,0.82,182.8,0.98,112.8,67%,0.64,0.45,0.08,0.09,957,977,668,115,139,breach,boaster
(68) 12%,1421,0.98,192.6,1.03,120.2,75%,0.66,0.36,0.1,0.09,939,910,509,143,130,brimstone,boaster
(58) 10%,1240,0.95,192.3,0.94,124.9,73%,0.63,0.35,0.06,0.08,778,826,433,74,103,sova,boaster
(58) 10%,1184,0.99,183.7,0.97,120.5,74%,0.61,0.34,0.08,0.09,722,745,402,97,107,viper,boaster
(11) 2%,250,0.74,155.8,0.61,106.5,68%,0.46,0.5,0.06,0.12,116,190,126,16,29,kayo,boaster
(7) 1%,145,0.87,172.6,0.9,105.9,66%,0.61,0.24,0.05,0.12,89,99,35,7,17,skye,boaster
(7) 1%,136,0.94,186.1,0.96,121.2,66%,0.63,0.38,0.04,0.12,86,90,51,6,9,sage,boaster
(5) 1%,112,,174.4,0.8,110.1,,0.6,0.15,0.11,0.2,67,84,17,12,19,jett,boaster
(2) 0%,41,0.88,195.5,0.74,131.4,59%,0.61,0.24,0.07,0.22,25,34,10,3,9,cypher,boaster
(2) 0%,37,0.76,167.5,0.7,103.6,57%,0.51,0.24,0.16,0.22,19,27,9,6,8,reyna,boaster
(1) 0%,22,0.35,104.0,0.44,64.3,41%,0.36,0.14,0.09,0.18,8,18,3,2,4,yoru,boaster
(1) 0%,17,0.43,109.0,0.33,76.4,65%,0.29,0.41,0.06,0.12,5,15,7,1,2,harbor,boaster
(1) 0%,14,0.4,150.0,0.5,100.5,50%,0.5,0.0,0.14,0.29,7,14,0,2,4,fade,boaster
(282) 52%,5943,1.09,207.2,1.14,137.9,75%,0.72,0.33,0.06,0.06,4263,3749,1949,386,340,sova,crashies
(93) 17%,1942,1.01,188.0,1.05,122.0,75%,0.68,0.36,0.06,0.07,1313,1247,705,112,142,skye,crashies
(55) 10%,1168,0.99,175.3,0.99,114.9,75%,0.61,0.36,0.05,0.07,718,724,420,58,77,fade,crashies
(33) 6%,657,0.76,218.1,1.18,111.2,78%,0.78,0.25,0.09,0.08,515,438,167,57,11,cypher,crashies
(24) 4%,518,1.08,198.4,1.05,129.0,74%,0.67,0.44,0.08,0.06,349,333,229,43,30,kayo,crashies
(11) 2%,224,1.05,184.3,1.04,118.4,76%,0.68,0.35,0.06,0.04,152,146,78,13,10,breach,crashies
(10) 2%,212,0.84,184.3,0.88,125.8,69%,0.65,0.26,0.05,0.09,137,156,56,11,19,viper,crashies
(8) 1%,185,1.04,193.0,1.08,132.8,79%,0.7,0.29,0.07,0.05,129,120,54,13,9,tejo,crashies
(7) 1%,144,0.88,163.1,0.88,111.8,63%,0.63,0.15,0.03,0.09,91,103,22,4,13,gekko,crashies
(6) 1%,128,,170.3,0.79,111.3,,0.59,0.19,0.09,0.13,76,96,24,11,16,omen,crashies
(5) 1%,120,1.08,222.4,1.12,150.3,76%,0.79,0.14,0.08,0.08,95,85,17,9,9,killjoy,crashies
(5) 1%,115,,206.2,0.95,141.5,,0.7,0.17,0.11,0.17,81,85,19,13,20,phoenix,crashies
(2) 0%,29,,292.0,1.47,161.7,,0.97,0.28,0.21,0.14,28,19,8,6,4,raze,crashies
(1) 0%,22,1.21,235.0,1.36,125.1,77%,0.86,0.45,0.14,0.18,19,14,10,3,4,sage,crashies
(1) 0%,14,1.79,332.0,2.83,202.3,93%,1.21,0.36,0.29,0.14,17,6,5,4,2,reyna,crashies
(141) 35%,2953,1.14,241.0,1.25,152.9,70%,0.87,0.12,0.2,0.15,2579,2055,351,577,454,jett,kaajak
(92) 23%,1936,1.22,262.1,1.28,171.7,73%,0.91,0.19,0.19,0.15,1757,1374,363,374,286,raze,kaajak
(88) 22%,1833,1.16,237.9,1.26,152.7,72%,0.86,0.19,0.18,0.13,1570,1244,350,330,246,yoru,kaajak
(24) 6%,505,1.05,227.4,1.18,148.5,72%,0.81,0.23,0.09,0.08,409,347,115,45,41,omen,kaajak
(21) 5%,459,1.1,242.8,1.15,155.9,69%,0.85,0.17,0.21,0.18,390,338,78,98,83,neon,kaajak
(11) 3%,201,1.35,243.4,1.5,157.6,79%,0.89,0.26,0.15,0.03,179,119,53,31,7,gekko,kaajak
(7) 2%,154,1.22,260.3,1.38,169.5,64%,0.92,0.09,0.12,0.14,142,103,14,18,21,chamber,kaajak
(4) 1%,91,1.21,229.0,1.27,150.9,78%,0.82,0.32,0.1,0.05,75,59,29,9,5,sage,kaajak
(4) 1%,89,1.11,239.3,1.18,152.2,70%,0.88,0.13,0.17,0.15,78,66,12,15,13,reyna,kaajak
(4) 1%,86,0.92,197.0,0.95,130.5,64%,0.72,0.14,0.23,0.12,62,65,12,20,10,waylay,kaajak
(4) 1%,80,1.09,211.0,1.15,131.3,67%,0.79,0.28,0.11,0.04,63,55,22,9,3,astra,kaajak
(2) 0%,41,0.84,135.0,0.61,95.3,66%,0.46,0.44,0.07,0.12,19,31,18,3,5,kayo,kaajak
(2) 0%,39,0.84,164.5,0.71,121.2,59%,0.56,0.21,0.03,0.05,22,31,8,1,2,sova,kaajak
(2) 0%,38,1.78,247.5,1.26,151.6,90%,0.89,0.16,0.08,0.08,34,27,6,3,3,brimstone,kaajak
(1) 0%,19,,180.0,0.69,134.8,,0.58,0.21,0.16,0.05,11,16,4,3,1,viper,kaajak
(1) 0%,13,1.98,346.0,2.83,241.8,100%,1.31,0.31,0.38,0.0,17,6,4,5,0,phoenix,kaajak
(67) 25%,1395,1.16,255.2,1.25,161.9,70%,0.92,0.14,0.23,0.15,1280,1020,191,322,207,jett,veqaj
(42) 15%,870,1.08,198.3,1.0,125.9,75%,0.68,0.58,0.07,0.05,595,594,501,63,45,skye,veqaj
(38) 14%,826,1.09,248.6,1.15,163.6,70%,0.85,0.19,0.18,0.18,699,607,157,150,151,raze,veqaj
(20) 7%,456,1.1,234.6,1.16,152.3,72%,0.84,0.23,0.17,0.15,382,328,105,78,70,yoru,veqaj
(17) 6%,374,1.06,185.6,0.98,121.9,76%,0.64,0.5,0.06,0.07,240,246,188,24,25,breach,veqaj
(17) 6%,371,0.86,175.3,0.84,123.9,68%,0.62,0.26,0.06,0.1,230,273,97,21,38,sova,veqaj
(15) 6%,294,1.12,258.2,1.2,162.7,67%,0.93,0.17,0.23,0.2,272,226,51,68,59,neon,veqaj
(12) 4%,230,1.14,208.3,1.22,141.7,75%,0.74,0.29,0.07,0.06,170,139,67,15,13,viper,veqaj
(10) 4%,218,1.02,198.6,0.92,129.3,75%,0.66,0.67,0.07,0.07,144,157,146,15,16,kayo,veqaj
(7) 3%,151,1.09,240.3,1.19,149.8,70%,0.89,0.07,0.2,0.17,135,113,10,30,26,chamber,veqaj
(5) 2%,106,1.1,206.4,1.13,130.1,73%,0.75,0.32,0.15,0.14,79,70,34,16,15,omen,veqaj
(5) 2%,102,1.05,208.6,1.07,140.6,74%,0.77,0.33,0.09,0.09,79,74,34,9,9,fade,veqaj
(4) 1%,76,0.97,175.8,0.95,108.1,80%,0.68,0.47,0.05,0.05,52,55,36,4,4,sage,veqaj
(4) 1%,76,1.11,205.0,1.24,121.6,79%,0.8,0.33,0.13,0.05,61,49,25,10,4,harbor,veqaj
(2) 1%,54,1.19,277.0,1.2,174.5,72%,0.91,0.28,0.22,0.19,49,41,15,12,10,phoenix,veqaj
(2) 1%,40,0.92,188.5,0.93,130.0,68%,0.68,0.3,0.08,0.18,27,29,12,3,7,reyna,veqaj
(1) 0%,20,0.99,220.0,0.88,154.8,70%,0.75,0.3,0.15,0.2,15,17,6,3,4,waylay,veqaj
(1) 0%,19,1.45,321.0,1.5,196.9,68%,1.11,0.05,0.11,0.16,21,14,1,2,3,iso,veqaj
(1) 0%,18,0.77,189.0,0.75,132.7,44%,0.67,0.06,0.17,0.22,12,16,1,3,4,killjoy,veqaj
(1) 0%,18,1.28,193.0,1.67,144.0,78%,0.83,0.06,0.11,0.0,15,9,1,2,0,cypher,veqaj
(179) 39%,3769,1.17,227.4,1.29,154.4,75%,0.83,0.16,0.11,0.08,3133,2431,596,429,311,killjoy,alfajer
(68) 15%,1442,1.18,266.3,1.23,174.7,73%,0.89,0.23,0.19,0.14,1279,1039,326,270,202,raze,alfajer
(54) 12%,1157,1.06,208.0,1.14,137.3,71%,0.77,0.16,0.11,0.08,890,782,189,129,98,cypher,alfajer
(43) 9%,964,1.17,245.6,1.31,160.3,70%,0.9,0.12,0.16,0.13,869,664,115,153,122,chamber,alfajer
(22) 5%,485,1.16,226.0,1.23,143.2,75%,0.81,0.31,0.08,0.09,391,317,148,40,45,viper,alfajer
(21) 5%,442,1.23,264.1,1.33,174.2,75%,0.93,0.22,0.17,0.11,409,308,96,73,48,iso,alfajer
(15) 3%,297,1.26,296.1,1.46,175.1,72%,1.05,0.17,0.22,0.16,313,215,50,65,47,jett,alfajer
(12) 3%,261,1.12,215.9,1.14,143.5,74%,0.77,0.31,0.13,0.12,200,176,82,35,31,sage,alfajer
(11) 2%,237,0.9,207.7,0.93,129.9,64%,0.71,0.16,0.16,0.19,168,180,37,38,46,neon,alfajer
(9) 2%,191,1.13,203.8,1.23,141.3,73%,0.79,0.18,0.09,0.07,150,122,34,18,13,tejo,alfajer
(6) 1%,122,1.07,215.8,1.14,145.9,68%,0.8,0.2,0.16,0.11,97,85,25,19,14,vyse,alfajer
(5) 1%,123,1.14,196.6,1.1,138.1,76%,0.72,0.4,0.06,0.04,89,81,49,7,5,breach,alfajer
(3) 1%,68,0.95,195.3,1.02,125.8,68%,0.71,0.18,0.07,0.1,48,47,12,5,7,gekko,alfajer
(3) 1%,57,1.2,273.7,1.37,179.1,67%,0.98,0.23,0.23,0.12,56,41,13,13,7,reyna,alfajer
(2) 0%,52,0.86,190.0,0.9,117.2,65%,0.69,0.19,0.13,0.15,36,40,10,7,8,skye,alfajer
(2) 0%,46,1.05,181.0,1.06,125.0,74%,0.72,0.22,0.11,0.09,33,31,10,5,4,kayo,alfajer
(2) 0%,46,1.01,263.0,1.13,158.7,72%,0.96,0.17,0.24,0.15,44,39,8,11,7,waylay,alfajer
(2) 0%,35,1.3,280.5,1.52,165.7,66%,1.0,0.09,0.2,0.11,35,23,3,7,4,phoenix,alfajer
(1) 0%,21,1.25,275.0,1.33,167.5,71%,0.95,0.29,0.1,0.05,20,15,6,2,1,omen,alfajer
(1) 0%,20,1.12,248.0,1.06,169.3,75%,0.85,0.25,0.1,0.15,17,16,5,2,3,deadlock,alfajer
(1) 0%,16,1.17,233.0,1.4,148.1,81%,0.88,0.63,0.13,0.06,14,10,10,2,1,clove,alfajer
(263) 48%,5382,0.97,187.3,1.01,116.1,73%,0.66,0.34,0.09,0.09,3558,3517,1850,480,454,omen,boo
(86) 16%,1782,1.07,191.9,1.09,124.9,74%,0.69,0.39,0.09,0.09,1232,1135,691,168,155,astra,boo
(66) 12%,1386,1.07,186.5,1.06,126.6,74%,0.66,0.33,0.08,0.05,915,864,461,110,74,viper,boo
(37) 7%,758,1.1,199.1,1.13,126.8,78%,0.72,0.34,0.08,0.07,545,481,259,56,47,brimstone,boo
(27) 5%,531,1.09,189.9,1.09,121.6,75%,0.68,0.37,0.08,0.06,360,329,199,44,31,sage,boo
(20) 4%,416,0.97,177.6,0.94,114.2,74%,0.63,0.33,0.05,0.06,263,279,139,22,26,fade,boo
(12) 2%,248,0.96,181.1,0.84,129.3,65%,0.6,0.16,0.08,0.06,150,179,39,20,15,killjoy,boo
(10) 2%,205,0.92,186.5,0.91,116.0,71%,0.62,0.48,0.09,0.05,128,141,98,18,11,breach,boo
(8) 1%,177,0.88,166.3,0.78,111.0,73%,0.56,0.48,0.06,0.06,100,128,85,11,10,kayo,boo
(6) 1%,116,0.87,154.5,0.83,98.5,74%,0.61,0.13,0.05,0.11,71,86,15,6,6,cypher,boo
(4) 1%,92,0.9,161.0,0.8,116.1,68%,0.55,0.27,0.01,0.07,51,64,25,1,6,sova,boo
(4) 1%,92,0.75,130.8,0.69,91.2,73%,0.46,0.3,0.05,0.16,42,61,28,5,15,skye,boo
(1) 0%,19,1.14,273.0,1.19,160.7,79%,1.0,0.11,0.16,0.05,19,16,2,3,1,raze,boo
(1) 0%,15,0.14,77.0,0.21,46.9,53%,0.2,0.27,0.0,0.07,3,14,4,0,1,harbor,boo
(46) 14%,973,1.14,248.0,1.22,160.2,73%,0.87,0.18,0.24,0.17,848,695,172,230,164,jett,wo0t
(34) 11%,712,1.11,222.5,1.17,147.6,74%,0.78,0.24,0.11,0.11,557,476,174,75,80,viper,wo0t
(32) 10%,669,1.08,209.4,1.09,132.8,74%,0.73,0.4,0.09,0.09,489,447,268,61,57,omen,wo0t
(31) 10%,621,1.08,251.9,1.16,158.5,73%,0.85,0.18,0.19,0.14,528,454,113,118,90,raze,wo0t
(30) 9%,610,1.16,215.9,1.1,135.2,77%,0.74,0.55,0.1,0.07,453,411,335,63,40,kayo,wo0t
(20) 6%,415,1.19,238.9,1.27,156.8,73%,0.85,0.22,0.15,0.12,352,277,92,62,50,iso,wo0t
(19) 6%,403,1.05,199.4,0.99,130.4,75%,0.67,0.39,0.09,0.08,270,272,159,35,32,fade,wo0t
(18) 6%,399,1.06,206.7,1.05,134.7,75%,0.73,0.29,0.08,0.07,291,277,114,32,28,gekko,wo0t
(18) 6%,387,1.15,204.6,1.15,134.5,79%,0.73,0.47,0.1,0.07,282,246,182,39,29,skye,wo0t
(17) 5%,357,1.1,210.7,1.08,142.5,72%,0.75,0.39,0.11,0.07,266,247,139,39,25,astra,wo0t
(11) 3%,240,1.02,254.5,1.11,161.1,69%,0.87,0.23,0.21,0.23,208,187,56,50,55,neon,wo0t
(9) 3%,186,1.01,197.3,1.1,129.6,75%,0.72,0.29,0.06,0.1,133,121,54,12,18,tejo,wo0t
(9) 3%,168,1.08,218.6,1.13,152.2,64%,0.8,0.15,0.18,0.12,134,119,26,30,20,chamber,wo0t
(6) 2%,123,1.03,183.5,1.0,117.0,75%,0.65,0.37,0.11,0.07,80,80,46,13,8,breach,wo0t
(5) 2%,96,1.33,240.2,1.49,154.1,83%,0.82,0.47,0.06,0.06,79,53,45,6,6,brimstone,wo0t
(4) 1%,98,0.82,175.3,0.8,111.2,69%,0.62,0.39,0.07,0.18,61,76,38,7,18,harbor,wo0t
(4) 1%,79,0.97,209.8,0.91,129.1,76%,0.76,0.2,0.11,0.11,60,66,16,9,9,yoru,wo0t
(3) 1%,63,1.27,307.7,1.25,192.0,79%,1.02,0.16,0.14,0.11,64,51,10,9,7,reyna,wo0t
(2) 1%,50,1.51,283.0,1.96,183.2,82%,1.1,0.12,0.2,0.06,55,28,6,10,3,cypher,wo0t
(2) 1%,36,1.41,293.0,1.62,196.3,81%,0.94,0.42,0.19,0.03,34,21,15,7,1,phoenix,wo0t
(1) 0%,26,1.1,285.0,1.09,179.5,54%,0.92,0.15,0.23,0.15,24,22,4,6,4,waylay,wo0t
(1) 0%,20,0.72,125.0,0.77,79.8,70%,0.5,0.1,0.05,0.15,10,13,2,1,3,sage,wo0t
(1) 0%,20,0.59,131.0,0.5,96.2,65%,0.4,0.45,0.05,0.1,8,16,9,1,2,sova,wo0t
(161) 36%,3431,1.12,216.1,1.14,145.0,75%,0.75,0.3,0.08,0.06,2567,2252,1036,278,207,sova,riens
(77) 17%,1648,1.0,191.0,0.98,122.3,76%,0.67,0.45,0.06,0.06,1110,1132,738,105,103,breach,riens
(42) 9%,916,0.93,190.0,0.94,122.3,72%,0.68,0.3,0.09,0.11,623,665,272,81,98,skye,riens
(32) 7%,687,1.07,260.9,1.19,152.7,71%,0.9,0.17,0.26,0.17,616,518,118,176,116,jett,riens
(32) 7%,658,1.03,203.5,1.0,137.3,71%,0.72,0.32,0.08,0.08,474,476,211,55,51,fade,riens
(31) 7%,674,0.96,183.3,0.99,124.8,74%,0.67,0.35,0.09,0.1,450,455,236,61,67,sage,riens
(23) 5%,500,0.98,193.0,1.01,128.5,74%,0.68,0.3,0.09,0.06,342,339,149,47,32,gekko,riens
