,Match_ID,date_str,Team,T1_Won,R2.0_T1,ACS_T1,K_T1,D_T1,A_T1,+/- K/D_T1,KAST_T1,ADR_T1,HS%_T1,FK_T1,FD_T1,+/- FK/FD_T1,vs Team,R2.0_T2,ACS_T2,K_T2,D_T2,A_T2,+/- K/D_T2,KAST_T2,ADR_T2,HS%_T2,FK_T2,FD_T2,+/- FK/FD_T2
391,2024-04-13_Bilibili Gaming/Trace Esports,2024-04-13,Bilibili Gaming,0,0.0,179.2,39.6,43.4,19.2,-3.8,0.0,0.0,0.0,0.0,0.0,0.0,Trace Esports,0.0,179.2,39.6,43.4,19.2,-3.8,0.0,0.0,0.0,0.0,0.0,0.0
392,2024-04-13_DRX/T1,2024-04-13,DRX,1,1.146,218.8,45.8,33.8,19.8,12.0,82.2,139.4,28.0,7.2,4.6,2.6,T1,1.146,218.8,45.8,33.8,19.8,12.0,82.2,139.4,28.0,7.2,4.6,2.6
393,2024-04-13_Gen.G/Paper Rex,2024-04-13,Gen.G,0,0.82,189.0,43.2,51.4,19.0,-8.2,68.4,125.6,28.2,5.6,7.8,-2.2,Paper Rex,0.82,189.0,43.2,51.4,19.0,-8.2,68.4,125.6,28.2,5.6,7.8,-2.2
394,2024-04-13_LEVIATÁN/Sentinels,2024-04-13,LEVIATÁN,1,1.166,200.0,42.4,36.0,14.4,6.4,76.2,135.0,28.6,6.2,5.6,0.6,Sentinels,1.166,200.0,42.4,36.0,14.4,6.4,76.2,135.0,28.6,6.2,5.6,0.6
395,2024-04-14_BLEED/Rex Regum Qeon,2024-04-14,BLEED,0,0.768,165.8,18.0,27.4,7.0,-9.4,62.8,110.6,32.0,2.6,4.0,-1.4,Rex Regum Qeon,0.768,165.8,18.0,27.4,7.0,-9.4,62.8,110.6,32.0,2.6,4.0,-1.4
396,2024-04-14_Dragon Ranger Gaming/Titan Esports Club,2024-04-14,Dragon Ranger Gaming,1,0.0,203.0,39.6,38.0,15.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,Titan Esports Club,0.0,203.0,39.6,38.0,15.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0
397,2024-04-14_EDward Gaming/TYLOO,2024-04-14,EDward Gaming,1,0.0,213.8,30.8,26.4,15.4,4.4,0.0,0.0,0.0,0.0,0.0,0.0,TYLOO,0.0,213.8,30.8,26.4,15.4,4.4,0.0,0.0,0.0,0.0,0.0,0.0
398,2024-04-14_FURIA/NRG Esports,2024-04-14,FURIA,0,0.876,172.4,21.2,29.6,9.4,-8.4,64.0,112.2,25.8,3.0,4.2,-1.2,NRG Esports,0.876,172.4,21.2,29.6,9.4,-8.4,64.0,112.2,25.8,3.0,4.2,-1.2
399,2024-04-14_KRÜ Esports/MIBR,2024-04-14,KRÜ Esports,1,1.0,205.8,30.0,24.2,10.0,5.8,76.2,141.2,32.2,4.0,4.0,0.0,MIBR,1.0,205.8,30.0,24.2,10.0,5.8,76.2,141.2,32.2,4.0,4.0,0.0
400,2024-04-14_Team Secret/ZETA DIVISION,2024-04-14,Team Secret,1,1.034,202.4,42.2,43.8,19.8,-1.6,69.2,135.0,26.2,6.4,5.6,0.8,ZETA DIVISION,1.034,202.4,42.2,43.8,19.8,-1.6,69.2,135.0,26.2,6.4,5.6,0.8
401,2024-04-15_Cloud9/Evil Geniuses,2024-04-15,Cloud9,1,0.938,216.6,45.8,38.2,18.2,7.6,75.6,138.2,27.8,6.0,6.0,0.0,Evil Geniuses,0.938,216.6,45.8,38.2,18.2,7.6,75.6,138.2,27.8,6.0,6.0,0.0
402,2024-04-15_DetonatioN FocusMe/Gen.G,2024-04-15,DetonatioN FocusMe,0,0.99,163.6,23.2,28.8,7.8,-5.6,62.0,103.2,28.8,3.2,5.2,-2.0,Gen.G,0.99,163.6,23.2,28.8,7.8,-5.6,62.0,103.2,28.8,3.2,5.2,-2.0
403,2024-04-15_Global Esports/TALON,2024-04-15,Global Esports,0,0.966,193.8,42.0,41.6,15.2,0.4,73.4,126.0,30.6,5.6,6.8,-1.2,TALON,0.966,193.8,42.0,41.6,15.2,0.4,73.4,126.0,30.6,5.6,6.8,-1.2
404,2024-04-16_BLEED/ZETA DIVISION,2024-04-16,BLEED,0,0.8699999999999999,198.0,45.0,45.0,20.6,0.0,74.4,126.4,24.4,6.0,7.0,-1.0,ZETA DIVISION,0.8699999999999999,198.0,45.0,45.0,20.6,0.0,74.4,126.4,24.4,6.0,7.0,-1.0
405,2024-04-16_Rex Regum Qeon/T1,2024-04-16,Rex Regum Qeon,0,0.9720000000000001,174.2,24.0,31.4,10.2,-7.4,64.2,116.0,25.4,3.2,4.8,-1.6,T1,0.9720000000000001,174.2,24.0,31.4,10.2,-7.4,64.2,116.0,25.4,3.2,4.8,-1.6
406,2024-04-17_FNATIC/Gentle Mates,2024-04-17,FNATIC,1,1.222,224.2,29.8,18.4,10.8,11.4,80.4,153.6,23.2,5.0,2.2,2.8,Gentle Mates,1.222,224.2,29.8,18.4,10.8,11.4,80.4,153.6,23.2,5.0,2.2,2.8
407,2024-04-17_Karmine Corp/Natus Vincere,2024-04-17,Karmine Corp,0,0.93,196.8,40.2,42.2,21.6,-2.0,71.2,128.4,30.2,5.0,6.8,-1.8,Natus Vincere,0.93,196.8,40.2,42.2,21.6,-2.0,71.2,128.4,30.2,5.0,6.8,-1.8
408,2024-04-18_BBL Esports/Team Heretics,2024-04-18,BBL Esports,1,1.092,219.6,32.8,26.2,17.2,6.6,78.0,144.0,33.0,5.4,3.2,2.2,Team Heretics,1.092,219.6,32.8,26.2,17.2,6.6,78.0,144.0,33.0,5.4,3.2,2.2
409,2024-04-18_FUT Esports/Team Vitality,2024-04-18,FUT Esports,0,0.922,193.4,43.6,44.8,19.2,-1.2,70.4,126.2,23.6,6.0,6.8,-0.8,Team Vitality,0.922,193.4,43.6,44.8,19.2,-1.2,70.4,126.2,23.6,6.0,6.8,-0.8
410,2024-04-19_FNATIC/Movistar KOI(KOI),2024-04-19,FNATIC,1,1.292,210.0,30.2,24.2,11.2,6.0,76.8,139.4,25.2,4.8,3.4,1.4,Movistar KOI(KOI),1.292,210.0,30.2,24.2,11.2,6.0,76.8,139.4,25.2,4.8,3.4,1.4
411,2024-04-19_FunPlus Phoenix/Nova Esports,2024-04-19,FunPlus Phoenix,1,0.0,231.4,31.0,20.4,14.4,10.6,0.0,0.0,0.0,0.0,0.0,0.0,Nova Esports,0.0,231.4,31.0,20.4,14.4,10.6,0.0,0.0,0.0,0.0,0.0,0.0
412,2024-04-19_GIANTX/Team Liquid,2024-04-19,GIANTX,0,0.8480000000000001,183.8,46.8,50.6,19.8,-3.8,68.8,122.0,30.6,7.8,6.8,1.0,Team Liquid,0.8480000000000001,183.8,46.8,50.6,19.8,-3.8,68.8,122.0,30.6,7.8,6.8,1.0
413,2024-04-19_Trace Esports/Wolves Esports,2024-04-19,Trace Esports,1,0.0,215.8,33.4,28.2,15.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,Wolves Esports,0.0,215.8,33.4,28.2,15.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0
414,2024-04-20_All Gamers/Bilibili Gaming,2024-04-20,All Gamers,1,0.0,193.0,30.8,29.4,12.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,Bilibili Gaming,0.0,193.0,30.8,29.4,12.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0
415,2024-04-20_BLEED/DetonatioN FocusMe,2024-04-20,BLEED,1,0.998,201.6,42.0,34.4,16.0,7.6,78.0,131.4,23.6,6.2,5.6,0.6,DetonatioN FocusMe,0.998,201.6,42.0,34.4,16.0,7.6,78.0,131.4,23.6,6.2,5.6,0.6
416,2024-04-20_Cloud9/LOUD,2024-04-20,Cloud9,1,1.028,201.8,46.8,38.8,22.2,8.0,81.0,131.4,27.4,7.6,5.0,2.6,LOUD,1.028,201.8,46.8,38.8,22.2,8.0,81.0,131.4,27.4,7.6,5.0,2.6
417,2024-04-20_DRX/Gen.G,2024-04-20,DRX,1,1.154,200.4,46.0,40.6,22.4,5.4,77.4,132.2,28.8,7.0,6.0,1.0,Gen.G,1.154,200.4,46.0,40.6,22.4,5.4,77.4,132.2,28.8,7.0,6.0,1.0
418,2024-04-20_Dragon Ranger Gaming/JDG Esports,2024-04-20,Dragon Ranger Gaming,1,0.0,198.8,44.4,45.0,20.2,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,JDG Esports,0.0,198.8,44.4,45.0,20.2,-0.6,0.0,0.0,0.0,0.0,0.0,0.0
419,2024-04-20_MIBR/Sentinels,2024-04-20,MIBR,0,0.732,157.8,18.8,30.2,9.6,-11.4,53.4,105.0,31.8,2.8,4.4,-1.6,Sentinels,0.732,157.8,18.8,30.2,9.6,-11.4,53.4,105.0,31.8,2.8,4.4,-1.6
420,2024-04-21_EDward Gaming/Titan Esports Club,2024-04-21,EDward Gaming,1,0.0,231.0,31.0,21.4,10.2,9.6,0.0,0.0,0.0,0.0,0.0,0.0,Titan Esports Club,0.0,231.0,31.0,21.4,10.2,9.6,0.0,0.0,0.0,0.0,0.0,0.0
421,2024-04-21_Evil Geniuses/KRÜ Esports,2024-04-21,Evil Geniuses,0,0.748,166.8,22.2,30.6,5.6,-8.4,55.8,110.8,35.0,3.8,4.2,-0.4,KRÜ Esports,0.748,166.8,22.2,30.6,5.6,-8.4,55.8,110.8,35.0,3.8,4.2,-0.4
422,2024-04-21_Global Esports/Rex Regum Qeon,2024-04-21,Global Esports,1,0.976,203.2,29.6,23.8,11.8,5.8,72.2,131.4,27.0,4.8,3.2,1.6,Rex Regum Qeon,0.976,203.2,29.6,23.8,11.8,5.8,72.2,131.4,27.0,4.8,3.2,1.6
423,2024-04-21_LEVIATÁN/NRG Esports,2024-04-21,LEVIATÁN,1,0.994,228.2,29.0,17.2,13.8,11.8,83.2,151.8,33.4,4.8,2.0,2.8,NRG Esports,0.994,228.2,29.0,17.2,13.8,11.8,83.2,151.8,33.4,4.8,2.0,2.8
424,2024-04-21_Nova Esports/TYLOO,2024-04-21,Nova Esports,0,0.0,199.2,48.6,50.2,20.6,-1.6,0.0,0.0,0.0,0.0,0.0,0.0,TYLOO,0.0,199.2,48.6,50.2,20.6,-1.6,0.0,0.0,0.0,0.0,0.0,0.0
425,2024-04-21_Paper Rex/Team Secret,2024-04-21,Paper Rex,0,0.74,187.6,27.8,35.2,10.4,-7.4,68.4,126.2,25.8,2.8,6.0,-3.2,Team Secret,0.74,187.6,27.8,35.2,10.4,-7.4,68.4,126.2,25.8,2.8,6.0,-3.2
426,2024-04-22_100 Thieves/Cloud9,2024-04-22,100 Thieves,1,1.058,231.6,33.0,21.4,14.6,11.6,85.2,151.8,24.8,4.4,3.4,1.0,Cloud9,1.058,231.6,33.0,21.4,14.6,11.6,85.2,151.8,24.8,4.4,3.4,1.0
427,2024-04-22_FURIA/G2 Esports,2024-04-22,FURIA,0,0.5660000000000001,143.4,15.0,27.8,6.2,-12.8,51.2,97.2,27.4,1.6,4.8,-3.2,G2 Esports,0.5660000000000001,143.4,15.0,27.8,6.2,-12.8,51.2,97.2,27.4,1.6,4.8,-3.2
428,2024-04-22_Gen.G/ZETA DIVISION,2024-04-22,Gen.G,1,1.114,203.8,33.6,28.6,15.4,5.0,69.4,134.4,24.8,4.4,5.0,-0.6,ZETA DIVISION,1.114,203.8,33.6,28.6,15.4,5.0,69.4,134.4,24.8,4.4,5.0,-0.6
429,2024-04-22_T1/TALON,2024-04-22,T1,0,0.8859999999999999,186.2,30.6,33.2,11.0,-2.6,73.0,120.4,24.6,4.4,5.0,-0.6,TALON,0.8859999999999999,186.2,30.6,33.2,11.0,-2.6,73.0,120.4,24.6,4.4,5.0,-0.6
430,2024-04-23_DetonatioN FocusMe/Team Secret,2024-04-23,DetonatioN FocusMe,0,0.63,181.2,34.2,43.8,15.0,-9.6,68.2,117.8,30.2,5.2,5.6,-0.4,Team Secret,0.63,181.2,34.2,43.8,15.0,-9.6,68.2,117.8,30.2,5.2,5.6,-0.4
431,2024-04-23_Evil Geniuses/Sentinels,2024-04-23,Evil Geniuses,1,1.242,202.6,51.0,49.2,16.4,1.8,67.4,134.0,30.2,6.6,7.4,-0.8,Sentinels,1.242,202.6,51.0,49.2,16.4,1.8,67.4,134.0,30.2,6.6,7.4,-0.8
432,2024-04-23_Global Esports/Paper Rex,2024-04-23,Global Esports,0,0.8099999999999999,190.8,23.4,30.4,11.0,-7.0,66.6,130.8,31.0,3.8,3.6,0.2,Paper Rex,0.8099999999999999,190.8,23.4,30.4,11.0,-7.0,66.6,130.8,31.0,3.8,3.6,0.2
433,2024-04-23_MIBR/NRG Esports,2024-04-23,MIBR,0,0.772,159.8,21.2,30.2,9.6,-9.0,58.0,109.4,24.0,3.8,3.8,0.0,NRG Esports,0.772,159.8,21.2,30.2,9.6,-9.0,58.0,109.4,24.0,3.8,3.8,0.0
434,2024-04-24_G2 Esports/LEVIATÁN,2024-04-24,G2 Esports,0,0.812,181.8,38.6,45.8,10.8,-7.2,65.0,121.4,29.0,5.0,7.4,-2.4,LEVIATÁN,0.812,181.8,38.6,45.8,10.8,-7.2,65.0,121.4,29.0,5.0,7.4,-2.4
435,2024-04-24_Gentle Mates/Team Vitality,2024-04-24,Gentle Mates,1,1.182,216.6,28.8,21.2,12.0,7.6,76.2,139.6,22.0,4.2,3.0,1.2,Team Vitality,1.182,216.6,28.8,21.2,12.0,7.6,76.2,139.6,22.0,4.2,3.0,1.2
436,2024-04-24_KRÜ Esports/LOUD,2024-04-24,KRÜ Esports,1,1.23,202.6,31.2,25.4,12.6,5.8,74.6,137.2,26.0,4.2,4.2,0.0,LOUD,1.23,202.6,31.2,25.4,12.6,5.8,74.6,137.2,26.0,4.2,4.2,0.0
437,2024-04-24_Team Heretics/Team Liquid,2024-04-24,Team Heretics,1,1.3519999999999999,214.0,27.4,18.0,15.8,9.4,85.0,140.8,35.8,4.4,2.6,1.8,Team Liquid,1.3519999999999999,214.0,27.4,18.0,15.8,9.4,85.0,140.8,35.8,4.4,2.6,1.8
438,2024-04-25_BBL Esports/Natus Vincere,2024-04-25,BBL Esports,1,0.89,200.6,45.0,45.8,22.0,-0.8,72.0,133.0,32.0,6.2,6.6,-0.4,Natus Vincere,0.89,200.6,45.0,45.8,22.0,-0.8,72.0,133.0,32.0,6.2,6.6,-0.4
439,2024-04-25_FNATIC/FUT Esports,2024-04-25,FNATIC,0,0.99,202.2,32.8,35.2,14.4,-2.4,73.0,135.0,27.2,4.6,5.0,-0.4,FUT Esports,0.99,202.2,32.8,35.2,14.4,-2.4,73.0,135.0,27.2,4.6,5.0,-0.4
440,2024-04-26_Bilibili Gaming/Titan Esports Club,2024-04-26,Bilibili Gaming,0,0.0,201.0,44.2,44.2,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Titan Esports Club,0.0,201.0,44.2,44.2,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,2024-04-26_Dragon Ranger Gaming/Trace Esports,2024-04-26,Dragon Ranger Gaming,1,0.0,216.6,34.0,28.8,15.2,5.2,0.0,0.0,0.0,0.0,0.0,0.0,Trace Esports,0.0,216.6,34.0,28.8,15.2,5.2,0.0,0.0,0.0,0.0,0.0,0.0
442,2024-04-26_GIANTX/Team Vitality,2024-04-26,GIANTX,0,0.958,184.8,45.2,53.2,15.4,-8.0,64.0,130.4,28.6,6.2,7.6,-1.4,Team Vitality,0.958,184.8,45.2,53.2,15.4,-8.0,64.0,130.4,28.6,6.2,7.6,-1.4
443,2024-04-26_Karmine Corp/Movistar KOI(KOI),2024-04-26,Karmine Corp,1,0.882,199.8,47.2,43.8,24.0,3.4,76.8,133.4,31.0,6.0,7.6,-1.6,Movistar KOI(KOI),0.882,199.8,47.2,43.8,24.0,3.4,76.8,133.4,31.0,6.0,7.6,-1.6
444,2024-04-27_BLEED/Paper Rex,2024-04-27,BLEED,0,0.8240000000000001,177.8,21.6,30.0,7.6,-8.4,65.6,119.2,26.4,2.6,4.8,-2.2,Paper Rex,0.8240000000000001,177.8,21.6,30.0,7.6,-8.4,65.6,119.2,26.4,2.6,4.8,-2.2
445,2024-04-27_DetonatioN FocusMe/Global Esports,2024-04-27,DetonatioN FocusMe,0,1.02,181.4,40.8,47.8,18.2,-7.0,63.0,120.0,24.6,5.4,7.6,-2.2,Global Esports,1.02,181.4,40.8,47.8,18.2,-7.0,63.0,120.0,24.6,5.4,7.6,-2.2
446,2024-04-27_EDward Gaming/FunPlus Phoenix,2024-04-27,EDward Gaming,0,0.0,182.8,38.0,41.6,12.2,-3.6,0.0,0.0,0.0,0.0,0.0,0.0,FunPlus Phoenix,0.0,182.8,38.0,41.6,12.2,-3.6,0.0,0.0,0.0,0.0,0.0,0.0
447,2024-04-27_G2 Esports/MIBR,2024-04-27,G2 Esports,1,1.1800000000000002,225.2,30.8,24.2,11.2,6.6,77.4,154.2,30.2,3.6,4.0,-0.4,MIBR,1.1800000000000002,225.2,30.8,24.2,11.2,6.6,77.4,154.2,30.2,3.6,4.0,-0.4
448,2024-04-27_LOUD/Sentinels,2024-04-27,LOUD,1,1.162,195.6,29.0,23.2,8.8,5.8,72.8,126.6,31.0,4.2,4.0,0.2,Sentinels,1.162,195.6,29.0,23.2,8.8,5.8,72.8,126.6,31.0,4.2,4.0,0.2
449,2024-04-27_TYLOO/Wolves Esports,2024-04-27,TYLOO,0,0.0,203.4,47.2,46.0,21.4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,Wolves Esports,0.0,203.4,47.2,46.0,21.4,1.2,0.0,0.0,0.0,0.0,0.0,0.0
450,2024-04-28_All Gamers/Nova Esports,2024-04-28,All Gamers,1,0.0,211.6,53.4,49.2,24.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,Nova Esports,0.0,211.6,53.4,49.2,24.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0
451,2024-04-28_Bilibili Gaming/JDG Esports,2024-04-28,Bilibili Gaming,1,0.0,208.8,32.6,29.6,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,JDG Esports,0.0,208.8,32.6,29.6,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
452,2024-04-28_Cloud9/FURIA,2024-04-28,Cloud9,1,1.1300000000000001,218.6,40.8,37.0,20.6,3.8,79.4,147.4,23.8,6.4,4.0,2.4,FURIA,1.1300000000000001,218.6,40.8,37.0,20.6,3.8,79.4,147.4,23.8,6.4,4.0,2.4
453,2024-04-28_Evil Geniuses/NRG Esports,2024-04-28,Evil Geniuses,1,0.9279999999999999,211.2,52.6,46.8,24.8,5.8,72.2,138.4,31.6,8.2,6.4,1.8,NRG Esports,0.9279999999999999,211.2,52.6,46.8,24.8,5.8,72.2,138.4,31.6,8.2,6.4,1.8
454,2024-04-28_T1/ZETA DIVISION,2024-04-28,T1,1,1.1179999999999999,206.2,50.4,46.8,23.0,3.6,76.2,137.4,27.2,8.6,5.2,3.4,ZETA DIVISION,1.1179999999999999,206.2,50.4,46.8,23.0,3.6,76.2,137.4,27.2,8.6,5.2,3.4
455,2024-04-28_TALON/Team Secret,2024-04-28,TALON,1,0.8683333333333333,196.0,42.0,38.833333333333336,15.833333333333334,3.1666666666666665,72.83333333333333,130.5,33.333333333333336,6.333333333333333,5.5,0.8333333333333334,Team Secret,0.8683333333333333,196.0,42.0,38.833333333333336,15.833333333333334,3.1666666666666665,72.83333333333333,130.5,33.333333333333336,6.333333333333333,5.5,0.8333333333333334
456,2024-04-29_100 Thieves/KRÜ Esports,2024-04-29,100 Thieves,0,0.8539999999999999,197.6,44.6,45.8,15.4,-1.2,72.4,128.8,28.0,6.0,7.0,-1.0,KRÜ Esports,0.8539999999999999,197.6,44.6,45.8,15.4,-1.2,72.4,128.8,28.0,6.0,7.0,-1.0
457,2024-04-29_BLEED/DRX,2024-04-29,BLEED,0,0.8960000000000001,172.0,23.2,29.2,8.4,-6.0,68.4,113.2,22.0,4.0,3.8,0.2,DRX,0.8960000000000001,172.0,23.2,29.2,8.4,-6.0,68.4,113.2,22.0,4.0,3.8,0.2
458,2024-04-29_Gen.G/Rex Regum Qeon,2024-04-29,Gen.G,0,0.8400000000000001,196.4,44.2,45.2,17.6,-1.0,71.2,131.8,30.8,6.4,6.2,0.2,Rex Regum Qeon,0.8400000000000001,196.4,44.2,45.2,17.6,-1.0,71.2,131.8,30.8,6.4,6.2,0.2
459,2024-05-01_BBL Esports/GIANTX,2024-05-01,BBL Esports,0,0.75,185.8,28.2,33.0,10.2,-4.8,68.4,124.8,32.0,3.6,5.0,-1.4,GIANTX,0.75,185.8,28.2,33.0,10.2,-4.8,68.4,124.8,32.0,3.6,5.0,-1.4
460,2024-05-01_Karmine Corp/Team Heretics,2024-05-01,Karmine Corp,0,1.1540000000000001,200.6,46.0,43.0,20.4,3.0,77.2,131.8,26.2,8.0,5.2,2.8,Team Heretics,1.1540000000000001,200.6,46.0,43.0,20.4,3.0,77.2,131.8,26.2,8.0,5.2,2.8
461,2024-05-02_All Gamers/EDward Gaming,2024-05-02,All Gamers,0,0.0,161.8,19.6,29.4,7.2,-9.8,0.0,0.0,0.0,0.0,0.0,0.0,EDward Gaming,0.0,161.8,19.6,29.4,7.2,-9.8,0.0,0.0,0.0,0.0,0.0,0.0
462,2024-05-02_FNATIC/Natus Vincere,2024-05-02,FNATIC,0,1.052,185.0,36.4,38.2,18.4,-1.8,69.6,121.2,25.2,4.6,6.6,-2.0,Natus Vincere,1.052,185.0,36.4,38.2,18.4,-1.8,69.6,121.2,25.2,4.6,6.6,-2.0
463,2024-05-02_Movistar KOI(KOI)/Team Vitality,2024-05-02,Movistar KOI(KOI),1,1.0379999999999998,213.8,43.6,33.0,14.2,10.6,81.2,139.2,27.6,5.2,5.8,-0.6,Team Vitality,1.0379999999999998,213.8,43.6,33.0,14.2,10.6,81.2,139.2,27.6,5.2,5.8,-0.6
464,2024-05-03_BBL Esports/FUT Esports,2024-05-03,BBL Esports,0,0.794,173.4,23.2,32.0,10.0,-8.8,61.8,116.8,31.8,3.6,4.6,-1.0,FUT Esports,0.794,173.4,23.2,32.0,10.0,-8.8,61.8,116.8,31.8,3.6,4.6,-1.0
465,2024-05-03_FURIA/Sentinels,2024-05-03,FURIA,0,0.748,169.0,23.6,29.2,9.0,-5.6,65.2,114.2,30.4,2.4,5.6,-3.2,Sentinels,0.748,169.0,23.6,29.2,9.0,-5.6,65.2,114.2,30.4,2.4,5.6,-3.2
466,2024-05-03_Gentle Mates/Team Liquid,2024-05-03,Gentle Mates,0,0.40199999999999997,168.4,18.0,27.8,8.0,-9.8,58.8,112.0,28.2,4.0,2.4,1.6,Team Liquid,0.40199999999999997,168.4,18.0,27.8,8.0,-9.8,58.8,112.0,28.2,4.0,2.4,1.6
467,2024-05-03_JDG Esports/Wolves Esports,2024-05-03,JDG Esports,1,0.0,238.0,29.8,20.8,13.2,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Wolves Esports,0.0,238.0,29.8,20.8,13.2,9.0,0.0,0.0,0.0,0.0,0.0,0.0
468,2024-05-03_Paper Rex/TALON,2024-05-03,Paper Rex,0,1.22,223.2,43.0,33.6,18.6,9.4,81.0,143.6,27.2,6.6,4.4,2.2,TALON,1.22,223.2,43.0,33.6,18.6,9.4,81.0,143.6,27.2,6.6,4.4,2.2
469,2024-05-03_T1/Team Secret,2024-05-03,T1,1,0.9279999999999999,217.6,34.4,29.6,16.0,4.8,79.2,142.0,27.8,4.4,4.4,0.0,Team Secret,0.9279999999999999,217.6,34.4,29.6,16.0,4.8,79.2,142.0,27.8,4.4,4.4,0.0
470,2024-05-04_100 Thieves/NRG Esports,2024-05-04,100 Thieves,1,1.3539999999999999,229.8,34.6,24.2,12.8,10.4,83.0,145.8,28.0,4.6,3.6,1.0,NRG Esports,1.3539999999999999,229.8,34.6,24.2,12.8,10.4,83.0,145.8,28.0,4.6,3.6,1.0
471,2024-05-04_Bilibili Gaming/FunPlus Phoenix,2024-05-04,Bilibili Gaming,0,0.0,178.2,20.8,27.0,7.0,-6.2,0.0,0.0,0.0,0.0,0.0,0.0,FunPlus Phoenix,0.0,178.2,20.8,27.0,7.0,-6.2,0.0,0.0,0.0,0.0,0.0,0.0
472,2024-05-04_DRX/Paper Rex,2024-05-04,DRX,0,0.8119999999999999,184.0,38.8,46.6,17.0,-7.8,67.6,121.6,30.4,4.8,7.4,-2.6,Paper Rex,0.8119999999999999,184.0,38.8,46.6,17.0,-7.8,67.6,121.6,30.4,4.8,7.4,-2.6
473,2024-05-04_Dragon Ranger Gaming/TYLOO,2024-05-04,Dragon Ranger Gaming,0,0.0,178.2,26.8,34.4,12.4,-7.6,0.0,0.0,0.0,0.0,0.0,0.0,TYLOO,0.0,178.2,26.8,34.4,12.4,-7.6,0.0,0.0,0.0,0.0,0.0,0.0
474,2024-05-04_Gen.G/T1,2024-05-04,Gen.G,0,0.944,200.6,44.2,42.8,20.8,1.4,73.8,132.0,30.0,7.4,5.2,2.2,T1,0.944,200.6,44.2,42.8,20.8,1.4,73.8,132.0,30.0,7.4,5.2,2.2
475,2024-05-04_KRÜ Esports/LEVIATÁN,2024-05-04,KRÜ Esports,0,0.898,193.0,44.4,48.0,15.2,-3.6,71.8,129.8,29.6,7.0,6.2,0.8,LEVIATÁN,0.898,193.0,44.4,48.0,15.2,-3.6,71.8,129.8,29.6,7.0,6.2,0.8
476,2024-05-05_Cloud9/MIBR,2024-05-05,Cloud9,1,0.97,226.6,38.8,32.2,13.6,6.6,76.6,151.4,29.0,6.2,3.4,2.8,MIBR,0.97,226.6,38.8,32.2,13.6,6.6,76.6,151.4,29.0,6.2,3.4,2.8
477,2024-05-05_DRX/Gen.G,2024-05-05,DRX,0,0.906,188.6,43.6,48.0,21.0,-4.4,68.4,123.8,29.4,5.2,8.0,-2.8,Gen.G,0.906,188.6,43.6,48.0,21.0,-4.4,68.4,123.8,29.4,5.2,8.0,-2.8
478,2024-05-05_EDward Gaming/Trace Esports,2024-05-05,EDward Gaming,1,0.0,216.4,41.4,37.2,16.4,4.2,0.0,0.0,0.0,0.0,0.0,0.0,Trace Esports,0.0,216.4,41.4,37.2,16.4,4.2,0.0,0.0,0.0,0.0,0.0,0.0
